id	V-score	VL-score	db	name
K03138	0.21	1.322219295	KEGG	transcription initiation factor TFIIF subunit alpha
K09823	0.21	1.322219295	KEGG	Fur family transcriptional regulator, zinc uptake regulator
K02538	0.21	1.322219295	KEGG	mannose operon transcriptional activator
K03092	0.21	1.322219295	KEGG	RNA polymerase sigma-54 factor
K07471	0.21	1.322219295	KEGG	probable transcriptional regulator
K25005	0.21	1.322219295	KEGG	splicing regulator RBM11
K09446	0.2	1.301029996	KEGG	interferon regulatory factor 5
K12130	0.2	1.301029996	KEGG	pseudo-response regulator 5
K21392	0.2	1.301029996	KEGG	adipocyte enhancer-binding protein 1
K22067	0.2	1.301029996	KEGG	two-component system, oxyanion-binding sensor
K09826	0.2	1.301029996	KEGG	Fur family transcriptional regulator, iron response regulator
K04684	0.2	1.301029996	KEGG	transcription factor Sp1
K12294	0.2	1.301029996	KEGG	two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]
K06600	0.2	1.301029996	KEGG	chemosensory pili system protein ChpE
K11924	0.2	1.301029996	KEGG	DtxR family transcriptional regulator, manganese transport regulator
K09200	0.2	1.301029996	KEGG	transcription factor Sp, invertebrate
K03101	0.19	1.278753601	KEGG	signal peptidase II [EC:3.4.23.36]
K16225	0.19	1.278753601	KEGG	probable WRKY transcription factor 52
K23041	0.19	1.278753601	KEGG	deformed epidermal autoregulatory factor 1
K19555	0.19	1.278753601	KEGG	LysR family transcriptional regulator, spv operon transcriptional activator
K19778	0.19	1.278753601	KEGG	acid stress chaperone HdeB
K09270	0.19	1.278753601	KEGG	transcription factor SOX7/8/10/18 (SOX group E/F)
K06268	0.18	1.255272505	KEGG	serine/threonine-protein phosphatase 2B regulatory subunit
K02553	0.18	1.255272505	KEGG	regulator of ribonuclease activity A
K21643	0.17	1.230448921	KEGG	HMG box transcription factor BBX
K25082	0.17	1.230448921	KEGG	RNA-binding protein 46
K19432	0.17	1.230448921	KEGG	anti-repressor of SlrR
K09420	0.17	1.230448921	KEGG	transcriptional activator Myb
K20046	0.17	1.230448921	KEGG	actin cytoskeleton-regulatory complex protein SLA1
K03925	0.17	1.230448921	KEGG	transcriptional regulator MraZ
K03480	0.17	1.230448921	KEGG	transcriptional antiterminator
K26246	0.17	1.230448921	KEGG	transcriptional regulatory protein UME1
K03628	0.17	1.230448921	KEGG	transcription termination factor Rho
K03524	0.17	1.230448921	KEGG	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K09203	0.17	1.230448921	KEGG	early growth response protein 1
K12497	0.16	1.204119983	KEGG	early growth response protein 3
K24778	0.16	1.204119983	KEGG	abscission/NoCut checkpoint regulator
K03456	0.16	1.204119983	KEGG	serine/threonine-protein phosphatase 2A regulatory subunit A
K06551	0.16	1.204119983	KEGG	signal-regulatory protein alpha/beta1/gamma
K13190	0.16	1.204119983	KEGG	RNA-binding protein 15
K26932	0.16	1.204119983	KEGG	sacPA operon transcriptional antiterminator
K12272	0.16	1.204119983	KEGG	signal recognition particle receptor subunit beta
K20325	0.15	1.176091259	KEGG	TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
K12496	0.15	1.176091259	KEGG	early growth response protein 2
K04724	0.15	1.176091259	KEGG	CASP8 and FADD-like apoptosis regulator
K02163	0.15	1.176091259	KEGG	apoptosis regulator BCL-W
K09195	0.15	1.176091259	KEGG	transcription factor Sp5
K26252	0.15	1.176091259	KEGG	DtxR family transcriptional regulator, iron-dependent repressor
K06266	0.15	1.176091259	KEGG	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
K26990	0.15	1.176091259	KEGG	sigma-O factor regulatory protein RsoA
K24517	0.15	1.176091259	KEGG	BMP-binding endothelial regulator protein
K21975	0.15	1.176091259	KEGG	probable RcsB/C two-component-system connector
K21976	0.15	1.176091259	KEGG	probable RcsB/C two-component-system connector, global regulator of biofilm formation and acid-resistance
K04512	0.15	1.176091259	KEGG	dishevelled associated activator of morphogenesis
K09271	0.15	1.176091259	KEGG	transcription factor SOX15/30
K06597	0.14	1.146128036	KEGG	chemosensory pili system protein ChpB (putative protein-glutamate methylesterase)
K08328	0.14	1.146128036	KEGG	guanylate cyclase activator 1
K09197	0.14	1.146128036	KEGG	transcription factor Sp7
K09198	0.14	1.146128036	KEGG	transcription factor Sp8
K26931	0.14	1.146128036	KEGG	levansucrase and sucrase synthesis operon transcriptional antiterminator
K11215	0.14	1.146128036	KEGG	transcription factor STE12
K02531	0.14	1.146128036	KEGG	transcriptional antiterminator
K21432	0.14	1.146128036	KEGG	NADPH oxidase activator 1
K10154	0.14	1.146128036	KEGG	interferon regulatory factor 6
K11651	0.13	1.113943352	KEGG	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
K26560	0.13	1.113943352	KEGG	single-stranded DNA-binding protein WHY3
K02159	0.13	1.113943352	KEGG	apoptosis regulator BAX
K09192	0.13	1.113943352	KEGG	transcription factor Sp2
K09196	0.13	1.113943352	KEGG	transcription factor Sp6
K09199	0.13	1.113943352	KEGG	transcription factor Sp9
K13191	0.13	1.113943352	KEGG	RNA-binding protein 16
K21559	0.13	1.113943352	KEGG	NosR/NirI family transcriptional regulator, putative reductive dehalogenation system regulator
K19339	0.13	1.113943352	KEGG	NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator
K21767	0.13	1.113943352	KEGG	tubulin-specific chaperone D
K09268	0.13	1.113943352	KEGG	transcription factor SOX11/12 (SOX group C)
K21625	0.12	1.079181246	KEGG	cyclin-D-binding Myb-like transcription factor 1
K04570	0.12	1.079181246	KEGG	Bcl-2-like 1 (apoptosis regulator Bcl-X)
K07199	0.12	1.079181246	KEGG	5'-AMP-activated protein kinase, regulatory beta subunit
K12498	0.12	1.079181246	KEGG	early growth response protein 4
K19932	0.12	1.079181246	KEGG	neuronal calcium sensor
K02161	0.12	1.079181246	KEGG	apoptosis regulator Bcl-2
K11378	0.12	1.079181246	KEGG	histone acetyltransferase SAS3 [EC:2.3.1.48]
K03106	0.12	1.079181246	KEGG	signal recognition particle subunit SRP54 [EC:3.6.5.4]
K03108	0.12	1.079181246	KEGG	signal recognition particle subunit SRP72
K09193	0.12	1.079181246	KEGG	transcription factor Sp3
K03126	0.12	1.079181246	KEGG	transcription initiation factor TFIID subunit 12
K09682	0.12	1.079181246	KEGG	MarR family transcriptional regulator, protease production regulatory protein HPr
K26743	0.12	1.079181246	KEGG	PadR family transcriptional regulator, circadian period extender
K21545	0.12	1.079181246	KEGG	C2H2 transcription facotor
K24648	0.12	1.079181246	KEGG	extracellular matrix regulatory protein B
K08566	0.12	1.079181246	KEGG	plasminogen activator [EC:3.4.23.48]
K21974	0.12	1.079181246	KEGG	probable RcsB/C two-component-system connector
K15839	0.12	1.079181246	KEGG	G-protein signaling modulator 1
K18937	0.12	1.079181246	KEGG	TetR/AcrR family transcriptional regulator, repressor for lfrA
K15025	0.11	1.041392685	KEGG	probable RNA-binding protein EIF1AD
K09425	0.11	1.041392685	KEGG	Myb-like DNA-binding protein FlbD
K19942	0.11	1.041392685	KEGG	dynein regulatory complex subunit 4
K17889	0.11	1.041392685	KEGG	beclin 1-associated autophagy-related key regulator
K11361	0.11	1.041392685	KEGG	transcription factor SPT20
K03110	0.11	1.041392685	KEGG	fused signal recognition particle receptor
K09194	0.11	1.041392685	KEGG	transcription factor Sp4
K23315	0.11	1.041392685	KEGG	chemotactic signal transduction system substrate-binding protein BasB
K23015	0.11	1.041392685	KEGG	GntR family transcriptional regulator, transcriptional activator for L-galactonate catabolism
K15157	0.11	1.041392685	KEGG	mediator of RNA polymerase II transcription subunit 15
K11275	0.11	1.041392685	KEGG	histone H1/5
K09747	0.11	1.041392685	KEGG	nucleoid-associated protein EbfC
K09422	0.1	1.0	KEGG	transcription factor MYB, plant
K13431	0.1	1.0	KEGG	signal recognition particle receptor subunit alpha
K11303	0.1	1.0	KEGG	histone acetyltransferase 1 [EC:2.3.1.48]
K01846	0.1	1.0	KEGG	methylaspartate mutase sigma subunit [EC:5.4.99.1]
K26248	0.1	1.0	KEGG	repressor Rok
K17071	0.1	1.0	KEGG	transcriptional repressor of dcmA and dcmR
K16799	0.1	1.0	KEGG	transcriptional activator cubitus interruptus
K15168	0.1	1.0	KEGG	mediator of RNA polymerase II transcription subunit 25
K03037	0.1	1.0	KEGG	26S proteasome regulatory subunit N7
K17963	0.1	1.0	KEGG	peroxisome proliferator-activated receptor gamma coactivator-related protein 1
K01926	0.1	1.0	KEGG	redox-sensing transcriptional repressor
K09267	0.1	1.0	KEGG	transcription factor SOX1/3/14/21 (SOX group B)
K03707	0.09	0.954242509	KEGG	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K02422	0.09	0.954242509	KEGG	flagellar secretion chaperone FliS
K16542	0.09	0.954242509	KEGG	CDK5 regulatory subunit-associated protein 2
K11369	0.09	0.954242509	KEGG	retrograde regulation protein 2
K03128	0.09	0.954242509	KEGG	transcription initiation factor TFIID subunit 2
K05789	0.09	0.954242509	KEGG	chain length determinant protein (polysaccharide antigen chain regulator)
K21544	0.09	0.954242509	KEGG	C2H2 transcription facotor
K04495	0.09	0.954242509	KEGG	transcription factor SOX17 (SOX group F)
K23316	0.09	0.954242509	KEGG	chemotactic signal transduction system substrate-binding protein CosB
K05411	0.09	0.954242509	KEGG	interferon regulatory factor 3
K07745	0.09	0.954242509	KEGG	transcriptional regulator
K24361	0.09	0.954242509	KEGG	procollagen C-endopeptidase enhancer
K15198	0.09	0.954242509	KEGG	transcription factor TFIIIB component B''
K27105	0.09	0.954242509	KEGG	two-component system, NarL family, sensor histidine kinase DosT [EC:2.7.13.3]
K09238	0.09	0.954242509	KEGG	metallothionein expression activator
K18435	0.09	0.954242509	KEGG	transcription factor SOX9 (SOX group E)
K03708	0.08	0.903089987	KEGG	transcriptional regulator of stress and heat shock response
K02443	0.08	0.903089987	KEGG	glycerol uptake operon antiterminator
K03402	0.08	0.903089987	KEGG	transcriptional regulator of arginine metabolism
K03625	0.08	0.903089987	KEGG	transcription antitermination protein NusB
K19816	0.08	0.903089987	KEGG	transcription activator MSS11
K03567	0.08	0.903089987	KEGG	glycine cleavage system transcriptional repressor
K21968	0.08	0.903089987	KEGG	Mat/Ecp fimbriae periplasmic chaperone
K09202	0.08	0.903089987	KEGG	regulatory protein SWI5
K18956	0.08	0.903089987	KEGG	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K08478	0.07	0.84509804	KEGG	phosphoglycerate transport regulatory protein PgtC
K02402	0.07	0.84509804	KEGG	flagellar transcriptional activator FlhC
K16826	0.07	0.84509804	KEGG	signal-regulatory protein beta 2
K06358	0.07	0.84509804	KEGG	phosphatase RapK regulator
K10810	0.07	0.84509804	KEGG	thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]
K09423	0.07	0.84509804	KEGG	Myb-like DNA-binding protein BAS1
K04705	0.07	0.84509804	KEGG	signal transducing adaptor molecule
K14947	0.07	0.84509804	KEGG	epithelial splicing regulatory protein 1/2
K04450	0.07	0.84509804	KEGG	cyclic AMP-dependent transcription factor ATF-2
K17552	0.07	0.84509804	KEGG	protein phosphatase 1 regulatory subunit 10
K21597	0.07	0.84509804	KEGG	cell wall integrity transcriptional regulator CAS5
K23347	0.07	0.84509804	KEGG	probable Kdp system regulatory protein
K08088	0.07	0.84509804	KEGG	fimbrial regulator
K07730	0.07	0.84509804	KEGG	putative transcriptional regulator
K09042	0.07	0.84509804	KEGG	transcription regulator BACH
K10973	0.07	0.84509804	KEGG	IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons
K19238	0.07	0.84509804	KEGG	signal transduction protein PmrD
K12607	0.06	0.77815125	KEGG	CCR4-NOT transcription complex subunit 10
K07337	0.06	0.77815125	KEGG	penicillin-binding protein activator
K17391	0.06	0.77815125	KEGG	insulin-like growth factor 2 mRNA-binding protein 1
K15205	0.06	0.77815125	KEGG	transcription factor C subunit 6
K02620	0.06	0.77815125	KEGG	transcription factor 7
K06536	0.06	0.77815125	KEGG	signaling lymphocytic activation molecule family member 1
K19343	0.06	0.77815125	KEGG	NosR/NirI family transcriptional regulator, nitrite reductase regulator
K26410	0.06	0.77815125	KEGG	store-operated calcium entry-associated regulatory factor
K22720	0.06	0.77815125	KEGG	surface composition regulator
K25827	0.06	0.77815125	KEGG	cell division cycle and apoptosis regulator protein 1
K21965	0.06	0.77815125	KEGG	Mat/Ecp fimbriae periplasmic chaperone
K25878	0.06	0.77815125	KEGG	cell death activator CIDE-C
K05311	0.06	0.77815125	KEGG	central glycolytic genes regulator
K19735	0.06	0.77815125	KEGG	LysR family transcriptional regulator, quorum-sensing system regulator MvfR
K19777	0.06	0.77815125	KEGG	acid stress chaperone HdeA
K15561	0.05	0.698970004	KEGG	nuclear polyadenylated RNA-binding protein 3
K09426	0.05	0.698970004	KEGG	Myb-like DNA-binding protein RAP1
K09447	0.05	0.698970004	KEGG	interferon regulatory factor 7
K21829	0.05	0.698970004	KEGG	D-arginine utilization repressor
K03493	0.05	0.698970004	KEGG	transcriptional antiterminator
K02649	0.05	0.698970004	KEGG	phosphoinositide-3-kinase regulatory subunit alpha/beta/delta
K22337	0.05	0.698970004	KEGG	trehalose 6-phosphate synthase complex regulatory subunit
K09174	0.05	0.698970004	KEGG	regulatory factor X 4
K21557	0.05	0.698970004	KEGG	HTH-type transcriptional regulator, polysaccharide utilization system transcription regulator
K17292	0.05	0.698970004	KEGG	tubulin-specific chaperone A
K09012	0.05	0.698970004	KEGG	DeoR family transcriptional regulator, suf operon transcriptional repressor
K11409	0.05	0.698970004	KEGG	histone deacetylase 9 [EC:3.5.1.98]
K16166	0.05	0.698970004	KEGG	transcription factor MYB75
K16687	0.05	0.698970004	KEGG	transcriptional coactivator YAP1
K09796	0.04	0.602059991	KEGG	periplasmic copper chaperone A
K02403	0.04	0.602059991	KEGG	flagellar transcriptional activator FlhD
K25080	0.04	0.602059991	KEGG	RNA-binding protein 44
K16827	0.04	0.602059991	KEGG	signal-regulatory protein delta
K04729	0.04	0.602059991	KEGG	myeloid differentiation primary response protein MyD88
K15219	0.04	0.602059991	KEGG	RNA polymerase I-specific transcription initiation factor RRN7
K02646	0.04	0.602059991	KEGG	regulatory protein PHO2
K09653	0.04	0.602059991	KEGG	C1GALT1-specific chaperone 1
K04490	0.04	0.602059991	KEGG	transcription factor 7-like 1
K11531	0.04	0.602059991	KEGG	lsr operon transcriptional repressor
K15424	0.04	0.602059991	KEGG	serine/threonine-protein phosphatase 4 regulatory subunit 1
K07574	0.04	0.602059991	KEGG	RNA-binding protein
K23348	0.04	0.602059991	KEGG	HTH-type transcriptional regulator, dimethyl sulfoxide reductase transcription regulator
K23349	0.04	0.602059991	KEGG	putative dimethyl sulfoxide reductase chaperone
K19849	0.04	0.602059991	KEGG	signaling mucin MSB2
K23865	0.04	0.602059991	KEGG	transcription factor MYB30
K08502	0.04	0.602059991	KEGG	regulator of vacuolar morphogenesis
K09370	0.04	0.602059991	KEGG	insulin gene enhancer protein ISL-1
K09893	0.04	0.602059991	KEGG	regulator of ribonuclease activity B
K11246	0.04	0.602059991	KEGG	SHO1 osmosensor
K07734	0.04	0.602059991	KEGG	transcriptional regulator
K21772	0.04	0.602059991	KEGG	transcriptional activator protein Pur-alpha
K15158	0.04	0.602059991	KEGG	mediator of RNA polymerase II transcription subunit 15, fungi type
K10910	0.04	0.602059991	KEGG	autoinducer 2-binding periplasmic protein LuxP
K13090	0.04	0.602059991	KEGG	interleukin enhancer-binding factor 3
K03533	0.04	0.602059991	KEGG	TorA specific chaperone
K12757	0.04	0.602059991	KEGG	myosin regulatory light chain 12
K13200	0.04	0.602059991	KEGG	spermatid perinuclear RNA-binding protein
K04083	0.04	0.602059991	KEGG	molecular chaperone Hsp33
K22496	0.03	0.477121255	KEGG	repressor RFG1/ROX1
K22980	0.03	0.477121255	KEGG	capsule synthesis positive regulator AcpB
K02425	0.03	0.477121255	KEGG	regulator of sigma S factor FliZ
K12965	0.03	0.477121255	KEGG	Z-DNA binding protein 1
K15075	0.03	0.477121255	KEGG	DNA repair/transcription protein MET18/MMS19
K06383	0.03	0.477121255	KEGG	stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]
K22109	0.03	0.477121255	KEGG	HTH-type transcriptional regulator, glycine betaine synthesis regulator
K25211	0.03	0.477121255	KEGG	hexose phosphate transport regulatory protein HptA
K12615	0.03	0.477121255	KEGG	enhancer of mRNA-decapping protein 3
K07322	0.03	0.477121255	KEGG	regulator of cell morphogenesis and NO signaling
K15719	0.03	0.477121255	KEGG	protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48]
K04448	0.03	0.477121255	KEGG	transcription factor AP-1
K03125	0.03	0.477121255	KEGG	transcription initiation factor TFIID subunit 1 [EC:2.3.1.48 2.7.11.1]
K13192	0.03	0.477121255	KEGG	RNA-binding protein 26
K04492	0.03	0.477121255	KEGG	lymphoid enhancer-binding factor 1
K15426	0.03	0.477121255	KEGG	serine/threonine-protein phosphatase 4 regulatory subunit 4
K23305	0.03	0.477121255	KEGG	PadR family transcriptional regulator, activator of gas vesicle formation
K07580	0.03	0.477121255	KEGG	Zn-ribbon RNA-binding protein
K13365	0.03	0.477121255	KEGG	sodium/hydrogen exchange regulatory cofactor NHE-RF1
K17262	0.03	0.477121255	KEGG	tubulin-specific chaperone B
K21245	0.03	0.477121255	KEGG	transcription factor SPT20 homolog
K07234	0.03	0.477121255	KEGG	uncharacterized protein involved in response to NO
K04695	0.03	0.477121255	KEGG	suppressor of cytokine signaling 2
K04699	0.03	0.477121255	KEGG	suppressor of cytokine signaling 6/7
K15159	0.03	0.477121255	KEGG	mediator of RNA polymerase II transcription subunit 16
K15162	0.03	0.477121255	KEGG	mediator of RNA polymerase II transcription subunit 12
K09032	0.03	0.477121255	KEGG	activating transcription factor 3
K23081	0.03	0.477121255	KEGG	cytosolic arginine sensor for mTORC1 subunit 2
K09043	0.03	0.477121255	KEGG	AP-1-like transcription factor
K09045	0.03	0.477121255	KEGG	activating transcription factor 7
K21406	0.03	0.477121255	KEGG	activating transcription factor 3
K03032	0.03	0.477121255	KEGG	26S proteasome regulatory subunit N2
K03033	0.03	0.477121255	KEGG	26S proteasome regulatory subunit N3
K08277	0.03	0.477121255	KEGG	transcriptional activator CaiF
K11926	0.03	0.477121255	KEGG	sigma factor-binding protein Crl
K13203	0.03	0.477121255	KEGG	zinc finger RNA-binding protein
K00610	0.03	0.477121255	KEGG	aspartate carbamoyltransferase regulatory subunit
K06693	0.03	0.477121255	KEGG	26S proteasome regulatory subunit N4
K19798	0.03	0.477121255	KEGG	transcriptional activator/repressor GIS1
K21601	0.03	0.477121255	KEGG	DeoR family transcriptional regulator, copper-sensing transcriptional repressor
K21184	0.02	0.301029996	KEGG	two-component FAD-dependent monooxygenase [EC:1.14.14.15 1.14.14.-]
K03720	0.02	0.301029996	KEGG	TrpR family transcriptional regulator, trp operon repressor
K21646	0.02	0.301029996	KEGG	glycolytic genes transcriptional activator GCR1
K22977	0.02	0.301029996	KEGG	capsule synthesis positive regulator AcpA
K07167	0.02	0.301029996	KEGG	putative transcriptional regulator
K06317	0.02	0.301029996	KEGG	inhibitor of the pro-sigma K processing machinery
K19400	0.02	0.301029996	KEGG	leucine zipper transcription factor-like protein 1
K06354	0.02	0.301029996	KEGG	phosphatase RapE regulator
K09415	0.02	0.301029996	KEGG	heat shock transcription factor 2
K18154	0.02	0.301029996	KEGG	regulator of G-protein signaling 2
K09427	0.02	0.301029996	KEGG	Adh transcription factor 1
K11306	0.02	0.301029996	KEGG	histone acetyltransferase MYST4 [EC:2.3.1.48]
K17392	0.02	0.301029996	KEGG	insulin-like growth factor 2 mRNA-binding protein 2
K02616	0.02	0.301029996	KEGG	phenylacetic acid degradation operon negative regulatory protein
K09102	0.02	0.301029996	KEGG	heteromeric Ino2p/Ino4p transcription factor
K19667	0.02	0.301029996	KEGG	transcriptional activator of eps genes
K04449	0.02	0.301029996	KEGG	transcription factor jun-D
K03127	0.02	0.301029996	KEGG	transcription initiation factor TFIID subunit 13
K13197	0.02	0.301029996	KEGG	insulin-like growth factor 2 mRNA-binding protein 3
K21548	0.02	0.301029996	KEGG	ATF/CREB family transcription factor
K04491	0.02	0.301029996	KEGG	transcription factor 7-like 2
K20225	0.02	0.301029996	KEGG	capicua transcriptional repressor
K25452	0.02	0.301029996	KEGG	dynein regulatory complex subunit 8
K15425	0.02	0.301029996	KEGG	serine/threonine-protein phosphatase 4 regulatory subunit 2
K09357	0.02	0.301029996	KEGG	paired-like homeodomain transcription factor 3
K13358	0.02	0.301029996	KEGG	sodium/hydrogen exchange regulatory cofactor NHE-RF2
K03803	0.02	0.301029996	KEGG	sigma-E factor negative regulatory protein RseC
K04694	0.02	0.301029996	KEGG	suppressor of cytokine signaling 1
K04696	0.02	0.301029996	KEGG	suppressor of cytokine signaling 3
K04697	0.02	0.301029996	KEGG	suppressor of cytokine signaling 4
K24818	0.02	0.301029996	KEGG	Rho family-interacting cell polarization regulator
K19060	0.02	0.301029996	KEGG	TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor
K09028	0.02	0.301029996	KEGG	transcription factor jun-B
K09034	0.02	0.301029996	KEGG	ATF-like basic leucine zipper transcriptional factor
K10911	0.02	0.301029996	KEGG	two-component system, phosphorelay protein LuxU
K09051	0.02	0.301029996	KEGG	ATF/CREB family transcription factor
K04354	0.02	0.301029996	KEGG	serine/threonine-protein phosphatase 2A regulatory subunit B
K02219	0.02	0.301029996	KEGG	cyclin-dependent kinase regulatory subunit CKS1
K17943	0.02	0.301029996	KEGG	pumilio RNA-binding family
K12754	0.02	0.301029996	KEGG	myosin regulatory light chain 7
K12755	0.02	0.301029996	KEGG	myosin regulatory light chain 9
K16640	0.02	0.301029996	KEGG	DNA-binding protein 7 [EC:3.1.27.-]
K20176	0.02	0.301029996	KEGG	small G protein signaling modulator 3
K06601	0.02	0.301029996	KEGG	flagellar biosynthesis repressor protein FlbT
K06602	0.02	0.301029996	KEGG	flagellar biosynthesis activator protein FlaF
K03597	0.02	0.301029996	KEGG	sigma-E factor negative regulatory protein RseA
K03598	0.02	0.301029996	KEGG	sigma-E factor negative regulatory protein RseB
K06695	0.02	0.301029996	KEGG	26S proteasome regulatory subunit, ATPase 3, interacting protein
K09269	0.02	0.301029996	KEGG	transcription factor SOX5/6/13 (SOX group D)
K17632	0.02	0.301029996	KEGG	RAS protein activator-like 1
K18984	0.01	0.0	KEGG	secretion system chaperone SsaE
K17665	0.01	0.0	KEGG	cytochrome b translational activator protein CBS2, mitochondrial
K16361	0.01	0.0	KEGG	cytotoxic and regulatory T-cell molecule
K16832	0.01	0.0	KEGG	enhancer of filamentation 1
K06357	0.01	0.0	KEGG	phosphatase RapI regulator
K10351	0.01	0.0	KEGG	myosin regulatory light chain 2
K05527	0.01	0.0	KEGG	BolA family transcriptional regulator, general stress-responsive regulator
K09419	0.01	0.0	KEGG	heat shock transcription factor, other eukaryote
K19491	0.01	0.0	KEGG	doublesex- and mab-3-related transcription factor 4/5
K11314	0.01	0.0	KEGG	transcriptional adapter 2-alpha
K15202	0.01	0.0	KEGG	general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
K16565	0.01	0.0	KEGG	exopolysaccharide production regulatory protein
K06062	0.01	0.0	KEGG	histone acetyltransferase [EC:2.3.1.48]
K10049	0.01	0.0	KEGG	CCAAT/enhancer binding protein (C/EBP), gamma
K25783	0.01	0.0	KEGG	bZIP transcription factor 17/28/49
K03985	0.01	0.0	KEGG	plasminogen activator, urokinase receptor
K10084	0.01	0.0	KEGG	ER degradation enhancer, mannosidase alpha-like 1
K10085	0.01	0.0	KEGG	ER degradation enhancer, mannosidase alpha-like 2
K10086	0.01	0.0	KEGG	ER degradation enhancer, mannosidase alpha-like 3
K22301	0.01	0.0	KEGG	HTH-type transcriptional regulator, osmoprotectant uptake regulator
K24970	0.01	0.0	KEGG	transcription factor 25
K09173	0.01	0.0	KEGG	regulatory factor X 1/2/3
K09175	0.01	0.0	KEGG	DNA-binding protein RFX7
K14944	0.01	0.0	KEGG	RNA-binding protein Nova
K26244	0.01	0.0	KEGG	transcriptional regulatory protein PHF12/RCO1
K03136	0.01	0.0	KEGG	transcription initiation factor TFIIE subunit alpha
K03142	0.01	0.0	KEGG	transcription initiation factor TFIIH subunit 2
K17553	0.01	0.0	KEGG	protein phosphatase 1 regulatory subunit 11
K21560	0.01	0.0	KEGG	CRP/FNR family transcriptional regulator, listeriolysin regulatory protein
K25914	0.01	0.0	KEGG	cell death activator CIDE-B
K02398	0.01	0.0	KEGG	negative regulator of flagellin synthesis FlgM
K09356	0.01	0.0	KEGG	paired-like homeodomain transcription factor 1
K09364	0.01	0.0	KEGG	POU domain transcription factor, class 2
K08061	0.01	0.0	KEGG	regulatory factor X 5
K08065	0.01	0.0	KEGG	nuclear transcription Y subunit beta
K08066	0.01	0.0	KEGG	nuclear transcription factor Y, gamma
K04650	0.01	0.0	KEGG	nuclear receptor co-repressor 1
K04686	0.01	0.0	KEGG	paired-like homeodomain transcription factor 2
K04698	0.01	0.0	KEGG	suppressor of cytokine signaling 5
K11239	0.01	0.0	KEGG	pheromone-response scaffold protein
K19000	0.01	0.0	KEGG	Rho-binding antiterminator
K15127	0.01	0.0	KEGG	transcriptional adapter 2-beta
K02512	0.01	0.0	KEGG	activator of apoptosis harakiri
K15144	0.01	0.0	KEGG	mediator of RNA polymerase II transcription subunit 1
K12580	0.01	0.0	KEGG	CCR4-NOT transcription complex subunit 3
K15153	0.01	0.0	KEGG	mediator of RNA polymerase II transcription subunit 31
K26991	0.01	0.0	KEGG	membrane-bound negative regulator
K06437	0.01	0.0	KEGG	sigma-E controlled sporulation protein
K21799	0.01	0.0	KEGG	transcriptional activator protein Pur-beta
K23590	0.01	0.0	KEGG	complement regulatory protein
K03029	0.01	0.0	KEGG	26S proteasome regulatory subunit N10
K03030	0.01	0.0	KEGG	26S proteasome regulatory subunit N11
K08725	0.01	0.0	KEGG	agouti signaling protein
K21901	0.01	0.0	KEGG	LuxR family transcriptional regulator, dicarboxylate transport regulator
K21452	0.01	0.0	KEGG	bZIP-type transcription factor MBZ1
K13592	0.01	0.0	KEGG	regulator of CtrA degradation
K25802	0.01	0.0	KEGG	activating transcription factor 7-interacting protein
K17944	0.01	0.0	KEGG	mRNA-binding protein PUF3
K24045	0.01	0.0	KEGG	junction-mediating and -regulatory protein
K12753	0.01	0.0	KEGG	myosin regulatory light chain 5
K12756	0.01	0.0	KEGG	myosin regulatory light chain 10
K10603	0.01	0.0	KEGG	autoimmune regulator
K25893	0.01	0.0	KEGG	cell death activator CIDE-A
K06672	0.01	0.0	KEGG	cohesin loading factor subunit SCC2
K09248	0.01	0.0	KEGG	proline utilization trans-activator
K06696	0.01	0.0	KEGG	proteasome activator subunit 1 (PA28 alpha)
K06697	0.01	0.0	KEGG	proteasome activator subunit 2 (PA28 beta)
K06698	0.01	0.0	KEGG	proteasome activator subunit 3 (PA28 gamma)
K09720	0.01	0.0	KEGG	HTH-type transcriptional regulator, global nitrogen regulator NrpRI
K17605	0.01	0.0	KEGG	serine/threonine-protein phosphatase 2A activator
K18492	0.01	0.0	KEGG	insulin gene enhancer protein ISL-2
PF01381.26	10.0	4.823363359	Pfam	Helix-turn-helix
PF13560.10	10.0	4.494516355	Pfam	Helix-turn-helix domain
PF12844.11	10.0	4.403463701	Pfam	Helix-turn-helix domain
PF13884.10	10.0	4.330657235	Pfam	Chaperone of endosialidase
PF12728.11	10.0	4.163727736	Pfam	Helix-turn-helix domain
PF13443.10	10.0	4.137417415	Pfam	Cro/C1-type HTH DNA-binding domain
